Data Year	County Number	County Name	District Number	District Type	District Name	School Number	School Name	ECSU Number	Economic Development Region	School Classification	Grade	Total Enrollment	Filter Groups	Total Female Count	Total Female Percent	Total Male Count	Total Male Percent	Total American Indian or Alaska Native Count	Total American Indian or Alaska Native Percent	American Indian or Alaska Native Female Count	American Indian or Alaska Native Male Count	Total Asian Count	Total Asian Percent	Asian Female Count	Asian Male Count	Total Native Hawaiian or Pacific Islander Count	Total Native Hawaiian or Pacific Islander Percent	Native Hawaiian or Pacific Islander Female Count	Native Hawaiian or Pacific Islander Male Count	Total Hispanic or Latino Count	Total Hispanic or Latino Percent	Hispanic or Latino Female Count	Hispanic or Latino Male Count	Total Black or African American Count	Total Black or African American Percent	Black or African American Female Count	Black or African American Male Count	Total White Count	Total White Percent	White Female Count	White Male Count	Total Two or More Races Count	Total Two or More Races Percent	Two or More Races Female Count	Two or More Races Male Count	Total Students of Color or American Indian Count	Total Students of Color or American Indian Percent	Total Students Eligible for Free or Reduced Priced Meals Count	Total Students Eligible for Free or Reduced Priced Meals Percent	Total Students Receiving Special Education Services Count	Total Students Receiving Special Education Services Percent	Total English Learner Identified Count	Total English Learner Identified Percent	Total Students Experiencing Homelessness Count	Total Students Experiencing Homelessness Percent	Additional Suppression Free or Reduced Priced Meals Applied	Additional Suppression Special Education Applied	Additional Suppression English Learner Identified Applied	Additional Suppression Homeless Applied
20-21	27	Hennepin	1	3	Minneapolis Public School District	119	Field Community	11	11	20	7	126	N	69	54.76%	57	45.24%	1	0.79%	0	1	4	3.17%	3	1	1	0.79%	0	1	10	7.94%	4	6	8	6.35%	4	4	95	75.40%	54	41	7	5.56%	4	3	31	24.60%	17	13.49%	13	10.32%	5	3.97%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	119	Field Community	11	11	20	8	107	N	68	63.55%	39	36.45%	2	1.87%	2	0	2	1.87%	1	1	0	0.00%	0	0	11	10.28%	8	3	12	11.21%	9	3	78	72.90%	47	31	2	1.87%	1	1	29	27.10%	17	15.89%	12	11.21%	4	3.74%	1	0.93%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	119	Field Community	11	11	20	All Grades	467	N	252	53.96%	215	46.04%	3	0.64%	2	1	13	2.78%	7	6	1	0.21%	0	1	33	7.07%	19	14	39	8.35%	21	18	337	72.16%	186	151	41	8.78%	17	24	130	27.84%	72	15.42%	60	12.85%	14	3.00%	1	0.21%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	121	Lake Harriet Upper School	11	11	10	4	120	N	68	56.67%	52	43.33%	0	0.00%	0	0	2	1.67%	2	0	0	0.00%	0	0	1	0.83%	1	0	5	4.17%	4	1	107	89.17%	58	49	5	4.17%	3	2	13	10.83%	8	6.67%	14	11.67%	3	2.50%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	121	Lake Harriet Upper School	11	11	10	5	100	N	56	56.00%	44	44.00%	1	1.00%	0	1	11	11.00%	6	5	1	1.00%	1	0	3	3.00%	2	1	4	4.00%	3	1	73	73.00%	38	35	7	7.00%	6	1	27	27.00%	5	5.00%	2	2.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	121	Lake Harriet Upper School	11	11	10	6	112	N	48	42.86%	64	57.14%	0	0.00%	0	0	10	8.93%	5	5	0	0.00%	0	0	4	3.57%	2	2	5	4.46%	2	3	88	78.57%	39	49	5	4.46%	0	5	24	21.43%	10	8.93%	18	16.07%	2	1.79%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	121	Lake Harriet Upper School	11	11	10	7	115	N	63	54.78%	52	45.22%	0	0.00%	0	0	3	2.61%	1	2	0	0.00%	0	0	5	4.35%	3	2	2	1.74%	1	1	102	88.70%	57	45	3	2.61%	1	2	13	11.30%	6	5.22%	9	7.83%	3	2.61%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	121	Lake Harriet Upper School	11	11	10	8	119	N	47	39.50%	72	60.50%	0	0.00%	0	0	8	6.72%	2	6	0	0.00%	0	0	5	4.20%	1	4	5	4.20%	0	5	94	78.99%	42	52	7	5.88%	2	5	25	21.01%	14	11.76%	9	7.56%	3	2.52%	1	0.84%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	121	Lake Harriet Upper School	11	11	10	All Grades	566	N	282	49.82%	284	50.18%	1	0.18%	0	1	34	6.01%	16	18	1	0.18%	1	0	18	3.18%	9	9	21	3.71%	10	11	464	81.98%	234	230	27	4.77%	12	15	102	18.02%	43	7.60%	52	9.19%	11	1.94%	1	0.18%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	123	Hale Elementary	11	11	10	KG	107	N	50	46.73%	57	53.27%	1	0.93%	1	0	5	4.67%	4	1	0	0.00%	0	0	4	3.74%	1	3	2	1.87%	1	1	81	75.70%	39	42	14	13.08%	4	10	26	24.30%	8	7.48%	6	5.61%	0	0.00%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	123	Hale Elementary	11	11	10	1	129	N	59	45.74%	70	54.26%	0	0.00%	0	0	2	1.55%	0	2	0	0.00%	0	0	9	6.98%	5	4	7	5.43%	3	4	100	77.52%	45	55	11	8.53%	6	5	29	22.48%	16	12.40%	8	6.20%	3	2.33%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	123	Hale Elementary	11	11	10	2	120	N	57	47.50%	63	52.50%	0	0.00%	0	0	1	0.83%	0	1	0	0.00%	0	0	7	5.83%	2	5	7	5.83%	3	4	94	78.33%	46	48	11	9.17%	6	5	26	21.67%	13	10.83%	8	6.67%	4	3.33%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	123	Hale Elementary	11	11	10	3	109	N	50	45.87%	59	54.13%	1	0.92%	0	1	4	3.67%	2	2	0	0.00%	0	0	4	3.67%	1	3	5	4.59%	2	3	82	75.23%	40	42	13	11.93%	5	8	27	24.77%	15	13.76%	9	8.26%	4	3.67%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	123	Hale Elementary	11	11	10	4	119	N	60	50.42%	59	49.58%	0	0.00%	0	0	2	1.68%	1	1	0	0.00%	0	0	8	6.72%	4	4	7	5.88%	6	1	86	72.27%	42	44	16	13.45%	7	9	33	27.73%	13	10.92%	9	7.56%	2	1.68%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	123	Hale Elementary	11	11	10	All Grades	584	N	276	47.26%	308	52.74%	2	0.34%	1	1	14	2.40%	7	7	0	0.00%	0	0	32	5.48%	13	19	28	4.79%	15	13	443	75.86%	212	231	65	11.13%	28	37	141	24.14%	65	11.13%	40	6.85%	13	2.23%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	130	Hiawatha Elementary	11	11	10	KG	73	N	42	57.53%	31	42.47%	0	0.00%	0	0	1	1.37%	1	0	0	0.00%	0	0	4	5.48%	1	3	3	4.11%	2	1	61	83.56%	35	26	4	5.48%	3	1	12	16.44%	21	28.77%	9	12.33%	2	2.74%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	130	Hiawatha Elementary	11	11	10	1	69	N	33	47.83%	36	52.17%	1	1.45%	0	1	3	4.35%	1	2	0	0.00%	0	0	3	4.35%	2	1	9	13.04%	4	5	47	68.12%	22	25	6	8.70%	4	2	22	31.88%	11	15.94%	7	10.14%	4	5.80%	1	1.45%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	130	Hiawatha Elementary	11	11	10	2	78	N	38	48.72%	40	51.28%	2	2.56%	1	1	0	0.00%	0	0	0	0.00%	0	0	13	16.67%	4	9	4	5.13%	3	1	53	67.95%	25	28	6	7.69%	5	1	25	32.05%	20	25.64%	10	12.82%	5	6.41%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	130	Hiawatha Elementary	11	11	10	All Grades	220	N	113	51.36%	107	48.64%	3	1.36%	1	2	4	1.82%	2	2	0	0.00%	0	0	20	9.09%	7	13	16	7.27%	9	7	161	73.18%	82	79	16	7.27%	12	4	59	26.82%	52	23.64%	26	11.82%	11	5.00%	1	0.45%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	132	Howe Elementary	11	11	10	3	79	N	37	46.84%	42	53.16%	2	2.53%	1	1	1	1.27%	1	0	0	0.00%	0	0	4	5.06%	2	2	12	15.19%	5	7	55	69.62%	28	27	5	6.33%	0	5	24	30.38%	16	20.25%	11	13.92%	4	5.06%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	132	Howe Elementary	11	11	10	4	62	N	35	56.45%	27	43.55%	0	0.00%	0	0	1	1.61%	0	1	0	0.00%	0	0	7	11.29%	5	2	6	9.68%	4	2	43	69.35%	25	18	5	8.06%	1	4	19	30.65%	11	17.74%	8	12.90%	6	9.68%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	132	Howe Elementary	11	11	10	5	70	N	32	45.71%	38	54.29%	1	1.43%	1	0	1	1.43%	0	1	0	0.00%	0	0	10	14.29%	6	4	12	17.14%	4	8	42	60.00%	19	23	4	5.71%	2	2	28	40.00%	22	31.43%	13	18.57%	8	11.43%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	132	Howe Elementary	11	11	10	All Grades	211	N	104	49.29%	107	50.71%	3	1.42%	2	1	3	1.42%	1	2	0	0.00%	0	0	21	9.95%	13	8	30	14.22%	13	17	140	66.35%	72	68	14	6.64%	3	11	71	33.65%	49	23.22%	32	15.17%	18	8.53%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	134	Lake Nokomis Comm-Keewaydin Campus	11	11	10	3	93	N	43	46.24%	50	53.76%	3	3.23%	1	2	2	2.15%	0	2	0	0.00%	0	0	11	11.83%	3	8	8	8.60%	1	7	61	65.59%	32	29	8	8.60%	6	2	32	34.41%	36	38.71%	18	19.35%	6	6.45%			N	N	N	Y
20-21	27	Hennepin	1	3	Minneapolis Public School District	134	Lake Nokomis Comm-Keewaydin Campus	11	11	10	4	83	N	39	46.99%	44	53.01%	2	2.41%	1	1	1	1.20%	1	0	0	0.00%	0	0	10	12.05%	7	3	11	13.25%	4	7	53	63.86%	22	31	6	7.23%	4	2	30	36.14%	28	33.73%	9	10.84%	10	12.05%	1	1.20%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	134	Lake Nokomis Comm-Keewaydin Campus	11	11	10	5	77	N	38	49.35%	39	50.65%	2	2.60%	0	2	4	5.19%	1	3	0	0.00%	0	0	11	14.29%	5	6	11	14.29%	9	2	46	59.74%	21	25	3	3.90%	2	1	31	40.26%	33	42.86%	11	14.29%	3	3.90%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	134	Lake Nokomis Comm-Keewaydin Campus	11	11	10	6	65	N	31	47.69%	34	52.31%	0	0.00%	0	0	3	4.62%	1	2	0	0.00%	0	0	7	10.77%	5	2	15	23.08%	4	11	36	55.38%	17	19	4	6.15%	4	0	29	44.62%	29	44.62%	9	13.85%	3	4.62%			N	N	N	Y
20-21	27	Hennepin	1	3	Minneapolis Public School District	134	Lake Nokomis Comm-Keewaydin Campus	11	11	10	7	76	N	39	51.32%	37	48.68%	1	1.32%	1	0	1	1.32%	1	0	1	1.32%	1	0	10	13.16%	6	4	12	15.79%	8	4	42	55.26%	19	23	9	11.84%	3	6	34	44.74%	33	43.42%	18	23.68%	6	7.89%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	134	Lake Nokomis Comm-Keewaydin Campus	11	11	10	8	75	N	33	44.00%	42	56.00%	1	1.33%	0	1	1	1.33%	1	0	1	1.33%	0	1	16	21.33%	5	11	13	17.33%	7	6	38	50.67%	19	19	5	6.67%	1	4	37	49.33%	38	50.67%	20	26.67%	7	9.33%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	134	Lake Nokomis Comm-Keewaydin Campus	11	11	10	All Grades	469	N	223	47.55%	246	52.45%	9	1.92%	3	6	12	2.56%	5	7	2	0.43%	1	1	65	13.86%	31	34	70	14.93%	33	37	276	58.85%	130	146	35	7.46%	20	15	193	41.15%	197	42.00%	85	18.12%	35	7.46%	3	0.64%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	135	Kenny Elementary	11	11	10	KG	61	N	29	47.54%	32	52.46%	0	0.00%	0	0	1	1.64%	0	1	0	0.00%	0	0	2	3.28%	0	2	6	9.84%	5	1	46	75.41%	22	24	6	9.84%	2	4	15	24.59%	5	8.20%	5	8.20%	2	3.28%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	135	Kenny Elementary	11	11	10	1	71	N	35	49.30%	36	50.70%	1	1.41%	1	0	1	1.41%	1	0	0	0.00%	0	0	1	1.41%	0	1	8	11.27%	3	5	53	74.65%	29	24	7	9.86%	1	6	18	25.35%	13	18.31%	3	4.23%	3	4.23%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	135	Kenny Elementary	11	11	10	2	75	N	34	45.33%	41	54.67%	1	1.33%	0	1	1	1.33%	1	0	0	0.00%	0	0	1	1.33%	1	0	11	14.67%	5	6	55	73.33%	23	32	6	8.00%	4	2	20	26.67%	14	18.67%	11	14.67%	4	5.33%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	135	Kenny Elementary	11	11	10	3	72	N	42	58.33%	30	41.67%	0	0.00%	0	0	2	2.78%	1	1	1	1.39%	1	0	2	2.78%	2	0	10	13.89%	7	3	48	66.67%	26	22	9	12.50%	5	4	24	33.33%	16	22.22%	16	22.22%	3	4.17%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	135	Kenny Elementary	11	11	10	4	64	N	22	34.38%	42	65.63%	0	0.00%	0	0	3	4.69%	1	2	0	0.00%	0	0	2	3.13%	1	1	9	14.06%	4	5	46	71.88%	13	33	4	6.25%	3	1	18	28.13%	12	18.75%	8	12.50%	4	6.25%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	135	Kenny Elementary	11	11	10	5	69	N	35	50.72%	34	49.28%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	1.45%	1	0	12	17.39%	8	4	50	72.46%	25	25	6	8.70%	1	5	19	27.54%	10	14.49%	13	18.84%	2	2.90%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	135	Kenny Elementary	11	11	10	All Grades	412	N	197	47.82%	215	52.18%	2	0.49%	1	1	8	1.94%	4	4	1	0.24%	1	0	9	2.18%	5	4	56	13.59%	32	24	298	72.33%	138	160	38	9.22%	16	22	114	27.67%	70	16.99%	56	13.59%	18	4.37%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	136	Kenwood Elementary	11	11	10	KG	60	N	32	53.33%	28	46.67%	0	0.00%	0	0	7	11.67%	3	4	0	0.00%	0	0	5	8.33%	4	1	17	28.33%	8	9	27	45.00%	17	10	4	6.67%	0	4	33	55.00%	19	31.67%	8	13.33%	5	8.33%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	136	Kenwood Elementary	11	11	10	1	64	N	25	39.06%	39	60.94%	1	1.56%	0	1	1	1.56%	0	1	0	0.00%	0	0	2	3.13%	0	2	8	12.50%	1	7	47	73.44%	22	25	5	7.81%	2	3	17	26.56%	9	14.06%	4	6.25%	3	4.69%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	136	Kenwood Elementary	11	11	10	2	69	N	34	49.28%	35	50.72%	1	1.45%	1	0	4	5.80%	3	1	0	0.00%	0	0	7	10.14%	5	2	7	10.14%	2	5	42	60.87%	21	21	8	11.59%	2	6	27	39.13%	12	17.39%	6	8.70%	7	10.14%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	136	Kenwood Elementary	11	11	10	3	58	N	25	43.10%	33	56.90%	1	1.72%	1	0	7	12.07%	4	3	0	0.00%	0	0	4	6.90%	2	2	7	12.07%	2	5	33	56.90%	13	20	6	10.34%	3	3	25	43.10%	13	22.41%	4	6.90%	3	5.17%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	136	Kenwood Elementary	11	11	10	4	52	N	27	51.92%	25	48.08%	0	0.00%	0	0	5	9.62%	3	2	0	0.00%	0	0	6	11.54%	4	2	6	11.54%	4	2	30	57.69%	15	15	5	9.62%	1	4	22	42.31%	16	30.77%	10	19.23%	3	5.77%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	136	Kenwood Elementary	11	11	10	5	51	N	22	43.14%	29	56.86%	1	1.96%	1	0	4	7.84%	2	2	0	0.00%	0	0	4	7.84%	2	2	6	11.76%	3	3	34	66.67%	14	20	2	3.92%	0	2	17	33.33%	13	25.49%	3	5.88%	1	1.96%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	136	Kenwood Elementary	11	11	10	All Grades	354	N	165	46.61%	189	53.39%	4	1.13%	3	1	28	7.91%	15	13	0	0.00%	0	0	28	7.91%	17	11	51	14.41%	20	31	213	60.17%	102	111	30	8.47%	8	22	141	39.83%	82	23.16%	35	9.89%	22	6.21%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	140	Loring Elementary	11	11	10	ECSE	2	Y	1	50.00%	1	50.00%	0	0.00%	0	0	1	50.00%	1	0	0	0.00%	0	0	1	50.00%	0	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	100.00%									Y	Y	Y	Y
20-21	27	Hennepin	1	3	Minneapolis Public School District	140	Loring Elementary	11	11	10	KG	62	N	26	41.94%	36	58.06%	0	0.00%	0	0	12	19.35%	6	6	0	0.00%	0	0	10	16.13%	7	3	11	17.74%	3	8	24	38.71%	8	16	5	8.06%	2	3	38	61.29%			2	3.23%	13	20.97%			Y	N	N	Y
20-21	27	Hennepin	1	3	Minneapolis Public School District	140	Loring Elementary	11	11	10	1	66	N	31	46.97%	35	53.03%	0	0.00%	0	0	7	10.61%	4	3	0	0.00%	0	0	4	6.06%	2	2	18	27.27%	8	10	28	42.42%	13	15	9	13.64%	4	5	38	57.58%	37	56.06%	6	9.09%			0	0.00%	N	N	Y	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	140	Loring Elementary	11	11	10	2	64	N	30	46.88%	34	53.13%	1	1.56%	1	0	8	12.50%	3	5	0	0.00%	0	0	5	7.81%	3	2	22	34.38%	12	10	19	29.69%	10	9	9	14.06%	1	8	45	70.31%	43	67.19%	6	9.38%	8	12.50%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	140	Loring Elementary	11	11	10	3	66	N	40	60.61%	26	39.39%	2	3.03%	1	1	6	9.09%	4	2	0	0.00%	0	0	8	12.12%	5	3	18	27.27%	7	11	26	39.39%	21	5	6	9.09%	2	4	40	60.61%	40	60.61%	16	24.24%	7	10.61%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	140	Loring Elementary	11	11	10	4	70	N	34	48.57%	36	51.43%	2	2.86%	1	1	8	11.43%	5	3	0	0.00%	0	0	4	5.71%	2	2	22	31.43%	10	12	26	37.14%	12	14	8	11.43%	4	4	44	62.86%	37	52.86%	12	17.14%	7	10.00%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	140	Loring Elementary	11	11	10	5	59	N	26	44.07%	33	55.93%	0	0.00%	0	0	11	18.64%	4	7	0	0.00%	0	0	5	8.47%	2	3	19	32.20%	11	8	19	32.20%	8	11	5	8.47%	1	4	40	67.80%	38	64.41%	13	22.03%	7	11.86%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	140	Loring Elementary	11	11	10	All Grades	389	N	188	48.33%	201	51.67%	5	1.29%	3	2	53	13.62%	27	26	0	0.00%	0	0	37	9.51%	21	16	110	28.28%	51	59	142	36.50%	72	70	42	10.80%	14	28	247	63.50%	227	58.35%	57	14.65%	45	11.57%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	144	Lyndale Elementary	11	11	10	ECSE	2	Y	0	0.00%	2	100.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	50.00%	0	1	0	0.00%	0	0	1	50.00%	0	1	0	0.00%	0	0	1	50.00%									Y	Y	Y	Y
20-21	27	Hennepin	1	3	Minneapolis Public School District	144	Lyndale Elementary	11	11	10	KG	69	N	32	46.38%	37	53.62%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	4.35%	2	1	26	37.68%	10	16	29	42.03%	14	15	11	15.94%	6	5	40	57.97%			3	4.35%	18	26.09%			Y	N	N	Y
20-21	27	Hennepin	1	3	Minneapolis Public School District	144	Lyndale Elementary	11	11	10	1	92	N	48	52.17%	44	47.83%	0	0.00%	0	0	1	1.09%	0	1	0	0.00%	0	0	16	17.39%	9	7	25	27.17%	14	11	43	46.74%	22	21	7	7.61%	3	4	49	53.26%	32	34.78%	11	11.96%	26	28.26%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	144	Lyndale Elementary	11	11	10	2	79	N	33	41.77%	46	58.23%	0	0.00%	0	0	1	1.27%	0	1	0	0.00%	0	0	4	5.06%	2	2	34	43.04%	16	18	32	40.51%	14	18	8	10.13%	1	7	47	59.49%	37	46.84%	10	12.66%	18	22.78%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	144	Lyndale Elementary	11	11	10	3	77	N	29	37.66%	48	62.34%	0	0.00%	0	0	1	1.30%	0	1	0	0.00%	0	0	12	15.58%	3	9	18	23.38%	7	11	40	51.95%	18	22	6	7.79%	1	5	37	48.05%	28	36.36%	16	20.78%	19	24.68%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	144	Lyndale Elementary	11	11	10	4	74	N	30	40.54%	44	59.46%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	6	8.11%	0	6	34	45.95%	16	18	28	37.84%	12	16	6	8.11%	2	4	46	62.16%	35	47.30%	12	16.22%	18	24.32%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	144	Lyndale Elementary	11	11	10	5	78	N	30	38.46%	48	61.54%	0	0.00%	0	0	1	1.28%	0	1	0	0.00%	0	0	10	12.82%	4	6	31	39.74%	11	20	32	41.03%	13	19	4	5.13%	2	2	46	58.97%	36	46.15%	11	14.10%			1	1.28%	N	N	Y	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	144	Lyndale Elementary	11	11	10	All Grades	471	N	202	42.89%	269	57.11%	0	0.00%	0	0	4	0.85%	0	4	0	0.00%	0	0	52	11.04%	20	32	168	35.67%	74	94	205	43.52%	93	112	42	8.92%	15	27	266	56.48%	198	42.04%	65	13.80%	113	23.99%	2	0.42%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	151	Jenny Lind Elementary	11	11	10	ECSE	1	Y	1	100.00%	0	0.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	100.00%	1	0	1	100.00%									Y	Y	Y	Y
20-21	27	Hennepin	1	3	Minneapolis Public School District	151	Jenny Lind Elementary	11	11	10	KG	46	N	24	52.17%	22	47.83%	1	2.17%	1	0	9	19.57%	5	4	0	0.00%	0	0	4	8.70%	2	2	18	39.13%	12	6	7	15.22%	3	4	7	15.22%	1	6	39	84.78%	38	82.61%	5	10.87%	5	10.87%			N	N	N	Y
20-21	27	Hennepin	1	3	Minneapolis Public School District	151	Jenny Lind Elementary	11	11	10	1	64	N	36	56.25%	28	43.75%	2	3.13%	2	0	11	17.19%	8	3	0	0.00%	0	0	2	3.13%	2	0	30	46.88%	14	16	8	12.50%	4	4	11	17.19%	6	5	56	87.50%	54	84.38%	10	15.63%	10	15.63%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	151	Jenny Lind Elementary	11	11	10	2	57	N	22	38.60%	35	61.40%	3	5.26%	0	3	8	14.04%	2	6	0	0.00%	0	0	1	1.75%	0	1	36	63.16%	16	20	7	12.28%	3	4	2	3.51%	1	1	50	87.72%		>=90%	17	29.82%	7	12.28%	0	0.00%	Y	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	151	Jenny Lind Elementary	11	11	10	3	53	N	25	47.17%	28	52.83%	2	3.77%	0	2	4	7.55%	1	3	0	0.00%	0	0	2	3.77%	2	0	37	69.81%	18	19	2	3.77%	1	1	6	11.32%	3	3	51	96.23%	45	84.91%	12	22.64%			0	0.00%	N	N	Y	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	151	Jenny Lind Elementary	11	11	10	4	51	N	21	41.18%	30	58.82%	0	0.00%	0	0	2	3.92%	1	1	0	0.00%	0	0	6	11.76%	2	4	38	74.51%	13	25	3	5.88%	3	0	2	3.92%	2	0	48	94.12%	44	86.27%	14	27.45%	4	7.84%	1	1.96%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	151	Jenny Lind Elementary	11	11	10	5	54	N	24	44.44%	30	55.56%	1	1.85%	1	0	11	20.37%	3	8	0	0.00%	0	0	3	5.56%	1	2	30	55.56%	14	16	3	5.56%	2	1	6	11.11%	3	3	51	94.44%	42	77.78%	8	14.81%	8	14.81%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	151	Jenny Lind Elementary	11	11	10	All Grades	326	N	153	46.93%	173	53.07%	9	2.76%	4	5	45	13.80%	20	25	0	0.00%	0	0	18	5.52%	9	9	189	57.98%	87	102	30	9.20%	16	14	35	10.74%	17	18	296	90.80%	275	84.36%	67	20.55%	38	11.66%	2	0.61%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	152	Northrop Elementary	11	11	10	KG	68	N	36	52.94%	32	47.06%	0	0.00%	0	0	1	1.47%	1	0	0	0.00%	0	0	7	10.29%	2	5	3	4.41%	2	1	50	73.53%	28	22	7	10.29%	3	4	18	26.47%	24	35.29%	3	4.41%	6	8.82%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	152	Northrop Elementary	11	11	10	1	80	N	33	41.25%	47	58.75%	0	0.00%	0	0	1	1.25%	1	0	0	0.00%	0	0	5	6.25%	4	1	3	3.75%	1	2	67	83.75%	25	42	4	5.00%	2	2	13	16.25%	10	12.50%	3	3.75%	1	1.25%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	152	Northrop Elementary	11	11	10	2	93	N	52	55.91%	41	44.09%	0	0.00%	0	0	3	3.23%	2	1	0	0.00%	0	0	5	5.38%	2	3	3	3.23%	2	1	72	77.42%	40	32	10	10.75%	6	4	21	22.58%	12	12.90%	10	10.75%	1	1.08%	0	0.00%	N	N	N	N
20-21	27	Hennepin	1	3	Minneapolis Public School District	152	Northrop Elementary	11	11	10	3	64	N	33	51.56%	31	48.44%	0	0.00%	0	0	1	1.56%	0	1	0	0.00%	0	0	5	7.81%	3	2	6	9.38%	3	3	48	75.00%	25	23	4	6.25%	2	2	16	25.00%	15	23.44%	10	15.63%	3	4.69%	0	0.00%	N	N	N	N
